上信観光,4,土日祝,需要あり,売上,3094000,76160
上信観光,4,土日祝,需要なし,売上,2951200,76160
上信観光,4,平日,需要あり,売上,20172000,747840
上信観光,4,平日,需要なし,売上,12595200,747840
日本中央,4,土日祝,需要あり,売上,0,57120
日本中央,4,土日祝,需要なし,売上,0,57120
日本中央,4,平日,需要あり,売上,0,1259520
日本中央,4,平日,需要なし,売上,0,1259520
永井運輸,4,土日祝,需要あり,売上,0,114240
永井運輸,4,土日祝,需要なし,売上,0,114240
永井運輸,4,平日,需要あり,売上,5904000,1338240
永井運輸,4,平日,需要なし,売上,4723200,1338240
群馬バス,4,土日祝,需要あり,売上,0,0
群馬バス,4,土日祝,需要なし,売上,0,0
群馬バス,4,平日,需要あり,売上,0,78720
群馬バス,4,平日,需要なし,売上,0,78720
群馬中央,4,土日祝,需要あり,売上,0,57120
群馬中央,4,土日祝,需要なし,売上,0,57120
群馬中央,4,平日,需要あり,売上,0,708480
群馬中央,4,平日,需要なし,売上,0,708480
関越交通,4,土日祝,需要あり,売上,0,38080
関越交通,4,土日祝,需要なし,売上,0,38080
関越交通,4,平日,需要あり,売上,0,393600
関越交通,4,平日,需要なし,売上,1082400,393600
上信観光,5,土日祝,需要あり,売上,3141600,19040
上信観光,5,土日祝,需要なし,売上,2808400,19040
上信観光,5,平日,需要あり,売上,26272800,0
上信観光,5,平日,需要なし,売上,23911200,0
日本中央,5,土日祝,需要あり,売上,0,76160
日本中央,5,土日祝,需要なし,売上,0,76160
日本中央,5,平日,需要あり,売上,0,236160
日本中央,5,平日,需要なし,売上,0,236160
永井運輸,5,土日祝,需要あり,売上,0,114240
永井運輸,5,土日祝,需要なし,売上,0,114240
永井運輸,5,平日,需要あり,売上,8265600,275520
永井運輸,5,平日,需要なし,売上,492000,275520
群馬バス,5,土日祝,需要あり,売上,0,0
群馬バス,5,土日祝,需要なし,売上,0,0
群馬バス,5,平日,需要あり,売上,0,39360
群馬バス,5,平日,需要なし,売上,0,39360
群馬中央,5,土日祝,需要あり,売上,0,38080
群馬中央,5,土日祝,需要なし,売上,0,38080
群馬中央,5,平日,需要あり,売上,0,118080
群馬中央,5,平日,需要なし,売上,0,118080
関越交通,5,土日祝,需要あり,売上,0,76160
関越交通,5,土日祝,需要なし,売上,0,76160
関越交通,5,平日,需要あり,売上,0,118080
関越交通,5,平日,需要なし,売上,0,118080
上信観光,4,土日祝,需要あり,支出,1428000,963900
上信観光,4,土日祝,需要なし,支出,1428000,963900
上信観光,4,平日,需要あり,支出,2952000,2324700
上信観光,4,平日,需要なし,支出,2656800,2324700
日本中央,4,土日祝,需要あり,支出,0,1106700
日本中央,4,土日祝,需要なし,支出,0,1106700
日本中央,4,平日,需要あり,支出,0,4766250
日本中央,4,平日,需要なし,支出,0,4766250
永井運輸,4,土日祝,需要あり,支出,0,1499400
永井運輸,4,土日祝,需要なし,支出,0,1499400
永井運輸,4,平日,需要あり,支出,295200,4132800
永井運輸,4,平日,需要なし,支出,295200,4132800
群馬バス,4,土日祝,需要あり,支出,0,776475
群馬バス,4,土日祝,需要なし,支出,0,776475
群馬バス,4,平日,需要あり,支出,0,1426800
群馬バス,4,平日,需要なし,支出,0,1426800
群馬中央,4,土日祝,需要あり,支出,0,1044225
群馬中央,4,土日祝,需要なし,支出,0,1044225
群馬中央,4,平日,需要あり,支出,0,2878200
群馬中央,4,平日,需要なし,支出,0,2878200
関越交通,4,土日祝,需要あり,支出,0,714000
関越交通,4,土日祝,需要なし,支出,0,714000
関越交通,4,平日,需要あり,支出,0,1771200
関越交通,4,平日,需要なし,支出,147600,1771200
上信観光,5,土日祝,需要あり,支出,1285200,963900
上信観光,5,土日祝,需要なし,支出,1285200,963900
上信観光,5,平日,需要あり,支出,3394800,2158650
上信観光,5,平日,需要なし,支出,3247200,2158650
日本中央,5,土日祝,需要あり,支出,0,1291150
日本中央,5,土日祝,需要なし,支出,0,1291150
日本中央,5,平日,需要あり,支出,0,4956900
日本中央,5,平日,需要なし,支出,0,4956900
永井運輸,5,土日祝,需要あり,支出,0,1642200
永井運輸,5,土日祝,需要なし,支出,0,1642200
永井運輸,5,平日,需要あり,支出,442800,3837600
永井運輸,5,平日,需要なし,支出,147600,3837600
群馬バス,5,土日祝,需要あり,支出,0,776475
群馬バス,5,土日祝,需要なし,支出,0,776475
群馬バス,5,平日,需要あり,支出,0,1605150
群馬バス,5,平日,需要なし,支出,0,1605150
群馬中央,5,土日祝,需要あり,支出,0,1160250
群馬中央,5,土日祝,需要なし,支出,0,1160250
群馬中央,5,平日,需要あり,支出,0,3357900
群馬中央,5,平日,需要なし,支出,0,3357900
関越交通,5,土日祝,需要あり,支出,0,642600
関越交通,5,土日祝,需要なし,支出,0,642600
関越交通,5,平日,需要あり,支出,0,1623600
関越交通,5,平日,需要なし,支出,0,1623600
上信観光,4,土日祝,需要あり,収支,1666000,-887740
上信観光,4,土日祝,需要なし,収支,1523200,-887740
上信観光,4,平日,需要あり,収支,17220000,-1576860
上信観光,4,平日,需要なし,収支,9938400,-1576860
日本中央,4,土日祝,需要あり,収支,0,-1049580
日本中央,4,土日祝,需要なし,収支,0,-1049580
日本中央,4,平日,需要あり,収支,0,-3506730
日本中央,4,平日,需要なし,収支,0,-3506730
永井運輸,4,土日祝,需要あり,収支,0,-1385160
永井運輸,4,土日祝,需要なし,収支,0,-1385160
永井運輸,4,平日,需要あり,収支,5608800,-2794560
永井運輸,4,平日,需要なし,収支,4428000,-2794560
群馬バス,4,土日祝,需要あり,収支,0,-776475
群馬バス,4,土日祝,需要なし,収支,0,-776475
群馬バス,4,平日,需要あり,収支,0,-1348080
群馬バス,4,平日,需要なし,収支,0,-1348080
群馬中央,4,土日祝,需要あり,収支,0,-987105
群馬中央,4,土日祝,需要なし,収支,0,-987105
群馬中央,4,平日,需要あり,収支,0,-2169720
群馬中央,4,平日,需要なし,収支,0,-2169720
関越交通,4,土日祝,需要あり,収支,0,-675920
関越交通,4,土日祝,需要なし,収支,0,-675920
関越交通,4,平日,需要あり,収支,0,-1377600
関越交通,4,平日,需要なし,収支,934800,-1377600
上信観光,5,土日祝,需要あり,収支,1856400,-944860
上信観光,5,土日祝,需要なし,収支,1523200,-944860
上信観光,5,平日,需要あり,収支,22878000,-2158650
上信観光,5,平日,需要なし,収支,20664000,-2158650
日本中央,5,土日祝,需要あり,収支,0,-1214990
日本中央,5,土日祝,需要なし,収支,0,-1214990
日本中央,5,平日,需要あり,収支,0,-4720740
日本中央,5,平日,需要なし,収支,0,-4720740
永井運輸,5,土日祝,需要あり,収支,0,-1527960
永井運輸,5,土日祝,需要なし,収支,0,-1527960
永井運輸,5,平日,需要あり,収支,7822800,-3562080
永井運輸,5,平日,需要なし,収支,344400,-3562080
群馬バス,5,土日祝,需要あり,収支,0,-776475
群馬バス,5,土日祝,需要なし,収支,0,-776475
群馬バス,5,平日,需要あり,収支,0,-1565790
群馬バス,5,平日,需要なし,収支,0,-1565790
群馬中央,5,土日祝,需要あり,収支,0,-1122170
群馬中央,5,土日祝,需要なし,収支,0,-1122170
群馬中央,5,平日,需要あり,収支,0,-3239820
群馬中央,5,平日,需要なし,収支,0,-3239820
関越交通,5,土日祝,需要あり,収支,0,-566440
関越交通,5,土日祝,需要なし,収支,0,-566440
関越交通,5,平日,需要あり,収支,0,-1505520
関越交通,5,平日,需要なし,収支,0,-1505520
